Normal_X	Normal_Y
-1.49972	-0.736525
-0.38499	-1.28698
-0.750282	-0.28996
-1.18387	0.314382
1.26643	0.573743
-0.255239	0.297252
0.18755	1.92173
0.115594	2.13193
-0.835694	0.694942
-1.5489	-1.22894
1.02113	-0.320353
-1.05692	-0.0624464
-0.974118	0.163002
-0.308184	0.0963542
-0.391395	-0.673553
1.61589	-1.0803
-0.172445	2.05673
-0.277899	1.36248
-1.01199	-0.594333
-0.907799	1.71326
2.52779	-0.523806
-0.601011	0.566707
1.65262	-0.561588
0.174602	-0.686573
0.708097	-0.0651015
-0.818746	-0.600955
-1.69242	0.277341
4.17805	1.26958
-0.25489	-1.48516
-1.50264	-1.57839
-0.600332	-0.398258
0.316727	0.615413
1.28746	-0.526183
0.184917	-0.433333
0.265761	-1.60676
-0.935531	0.526389
-1.13843	0.312917
0.0888448	-0.661779
1.01347	0.47687
-0.668263	-0.306889
0.731567	1.03689
0.860505	1.45871
0.267072	-0.355506
-0.856792	0.870769
-0.959006	1.46721
0.365909	-0.554506
-0.248347	0.564591
-1.20391	-0.0961103
-2.45662	0.12778
1.13276	-1.6966
-0.359489	-0.348725
0.259965	-0.576069
-1.69147	1.2416
0.541864	-1.22768
-1.31228	0.618509
-1.10037	1.47166
1.11962	0.40361
-0.0276112	-0.140417
0.538555	0.357059
0.908733	-0.964572
0.0198058	0.351447
0.398381	-0.494937
0.341502	0.287405
0.610438	-0.619951
0.158193	-2.05059
0.380097	1.53647
1.00928	0.591118
0.00880023	0.00868619
-1.21855	0.461237
-1.22377	-1.88485
-0.128724	-0.979408
0.571699	-0.353778
1.43392	-0.380843
1.03593	-0.368919
-0.0865196	0.750618
0.0492873	-1.49129
-0.171723	1.29331
1.28944	0.286757
-0.0165897	2.46064
0.617968	-0.658405
0.14867	1.40708
-1.17967	0.50742
-0.860983	-0.696227
-0.591611	1.03095
-0.912448	-0.765511
0.717914	-0.856566
-0.375824	-0.859574
1.17935	-0.525263
0.609447	0.661235
-0.364145	0.249636
1.00007	0.01771
-2.19751	-1.10197
0.29552	0.479586
-0.134242	-1.10528
-0.411285	1.45964
1.07756	0.546859
-1.99047	-0.685762
0.719269	-0.345193
0.546136	-0.661021
1.40916	0.327947
0.210663	-0.261112
-1.38457	-0.78369
0.578501	0.629719
1.50142	0.421174
0.120378	-0.316769
-2.15344	-0.519012
-1.09955	-0.563943
1.64591	1.40818
-0.502835	0.00824558
-1.08537	-0.37274
2.29884	-1.86776
0.409349	-0.423699
-0.34293	-0.472824
0.497973	1.44706
-0.434743	-0.138425
-0.329737	2.11412
0.385242	0.554352
-1.60967	-0.440665
0.569416	0.938653
-0.213923	-0.933395
0.450205	0.526251
-1.98485	0.717871
1.38035	0.50051
-0.19069	2.99868
-0.806446	-0.422389
0.293303	1.65644
1.13354	-0.77299
-0.244054	0.308109
-0.322499	0.973214
-0.78115	-0.0703496
-0.597199	1.3593
1.77288	-0.19388
0.295144	-0.190441
-0.536066	-0.20721
1.35534	-3.11249
0.175	0.65041
0.0361443	0.556646
-1.34483	-0.23467
0.444918	-0.413943
-1.22473	-0.113234
0.249262	0.566231
1.95109	-0.386185
-0.711193	-0.687359
-0.617672	-0.362575
-1.16565	-1.87965
1.15557	0.994217
-1.31545	0.0499359
0.318412	1.13782
0.916192	1.04777
-0.0780741	-0.690256
-0.471609	0.0673051
-0.0174748	0.241727
0.981244	-0.650989
0.00582955	0.938428
2.18846	0.0244727
-0.147691	-1.06911
-0.114589	-2.54362
-0.0508162	2.10505
-0.53751	-0.190678
0.864432	-0.117725
1.28455	1.26094
-0.987455	-0.475171
-1.07172	-0.556831
0.919139	0.819825
-0.786663	-0.23336
-0.197448	-1.36368
1.06077	-1.1069
-0.348432	-1.09028
-0.68337	1.30919
0.666858	-0.466064
-1.44805	-1.00758
0.363	-0.319763
-1.32353	-0.262757
-1.42311	-0.489844
1.32991	-0.566316
0.776628	-0.115582
0.954154	-2.50092
0.359165	-0.297647
-0.294763	-0.404554
-0.120504	-1.98677
0.614532	0.983194
-0.820668	0.422945
0.216517	-0.415251
0.123414	-0.522544
0.827101	-0.704119
0.9031	1.25066
0.415009	-1.24971
0.826681	-1.16853
-0.831289	-0.608234
-0.866682	-0.17633
0.82369	1.35612
2.67326	0.61227
0.687163	-1.14599
0.263429	-0.111585
1.86064	-0.0863932
-0.331415	-0.30022
-0.245277	-1.53234
0.642578	0.42954
-1.55616	1.20206
0.873272	-2.12621
-0.275771	-1.11924
-0.00633143	1.5329
-0.0361753	1.39522
1.06984	0.904513
0.445113	-0.058652
-0.0372854	-0.387712
0.603239	-0.750921
1.08324	0.765166
-1.12311	-0.967136
0.687707	-0.235978
0.31998	-0.661835
-0.337739	1.79398
0.967244	-0.876544
-0.109251	0.893511
-0.314643	-0.0411585
-0.95265	0.517544
-0.766149	-1.93777
0.618618	-1.605
0.142965	0.248875
-0.649103	1.26911
0.486502	-0.294505
-0.125809	-1.11529
0.39418	1.41665
-0.252506	0.398509
-0.00516581	1.44139
-1.43553	-0.576514
0.558998	-0.485159
-0.0548728	-0.793395
0.355818	1.17607
-0.596984	1.8068
1.48158	-0.451153
2.03531	-1.91868
-0.24913	-0.397545
1.70963	-0.101861
0.310887	0.427772
-0.0247286	1.88742
-0.794692	0.285747
-0.816901	-0.0432156
1.2191	-0.498993
1.2604	0.416603
0.616622	-0.637665
0.530854	0.0386139
-0.49285	-0.595092
-0.963871	-1.95606
2.38537	0.769757
0.261912	0.808799
0.153583	-1.93981
0.674015	0.555755
0.276923	0.148063
-2.30781	-1.57502
0.722402	0.695806
-0.40873	0.724552
0.988843	0.312584
-1.36239	0.227547
0.0555558	1.72764
0.346781	0.0192357
0.510471	-0.963409
-0.963079	0.256958
-0.303548	0.349176
-0.0757807	-2.07131
-0.432852	0.663192
1.20657	-1.87394
0.321642	-0.436423
0.542942	0.44914
1.49051	-1.78227
1.94948	-1.33275
1.53698	0.0189781
-1.44008	1.17496
0.731356	1.0541
1.83116	0.863336
0.330303	0.171415
-0.416172	0.164012
-0.872468	1.01461
0.892704	1.4613
0.672352	0.256284
-1.33534	-1.32714
-0.989971	0.235788
-0.585466	0.673012
-1.2733	0.302176
-0.726993	1.3476
0.493884	0.527985
0.274088	-0.119497
1.11038	0.810161
-0.299426	0.521828
-1.73709	-0.688604
-0.292469	0.925575
0.186006	-0.751899
-0.364762	0.737595
0.196591	2.52194
-0.24787	-0.614709
-0.985971	1.73989
-1.14853	0.705771
1.15124	-0.263593
-0.307021	-0.469121
-0.940538	1.07251
0.729063	-0.0665029
-0.21208	0.957446
-0.691341	2.34036
-0.90889	0.990399
-0.751458	-0.973346
1.27587	0.231135
0.973139	-0.734525
0.257336	-0.940104
0.396506	0.239176
0.200498	2.76617
-0.848519	-1.33625
1.55499	0.596684
0.219393	1.03913
-0.618044	-1.4725
-0.0193699	1.73817
-3.76964	0.756641
-0.837406	0.574615
0.0329604	-1.3656
-0.0622166	-0.112941
-1.03267	-0.967008
0.428385	0.570018
-0.195256	0.807651
-0.458413	0.838898
1.68753	-0.619105
0.587479	-1.47138
-0.158908	0.483142
0.655826	0.720662
0.0680119	-1.13202
1.14825	-0.975363
1.10037	-0.163351
0.216857	-1.51119
0.325295	1.32731
-1.29359	1.2748
-0.645241	-1.43299
1.06228	0.0218824
-0.898341	1.58796
-0.535308	-1.24599
-0.0430013	-0.121574
0.575151	-0.688628
2.47628	-0.50314
-0.431223	-0.122149
-0.27335	-1.22174
-1.22814	0.127888
1.45022	1.4047
1.07464	-0.0781496
0.123369	-0.429009
0.563241	-1.16859
0.500784	1.00163
0.186987	0.0624551
0.353052	-0.163007
-0.796354	0.194248
0.408185	-0.420978
-0.188613	0.562793
-2.602	-0.796167
1.75344	0.100644
0.473696	0.679523
0.691798	-0.580328
0.036306	0.458854
0.232308	0.598783
0.445428	-0.649849
-0.751622	-0.968938
-0.0875002	-0.0413198
-0.0795871	0.40014
-0.654211	-0.393047
-1.56728	1.18247
-0.702195	-0.50706
0.320891	-0.0781295
0.312532	0.227757
-1.45734	2.76928
-1.31343	0.256166
-0.575459	-1.60005
0.462443	-0.261443
1.05682	-0.888652
-0.216713	0.402641
1.8159	-0.992871
-0.854197	1.33647
-0.804164	-0.222163
-0.0853857	0.00528482
-0.832943	0.562296
1.35639	0.671629
-0.895924	0.36359
1.3162	-0.534794
-0.858424	-1.12793
0.928089	-1.92912
-0.354077	0.266359
0.031223	-0.026565
0.510949	1.79376
1.14031	-0.573671
-0.729431	-2.71201
1.61296	2.1026
0.137851	-0.622725
0.797467	-0.0436483
0.507702	0.000577651
0.941818	0.922812
0.917135	0.111155
0.0484954	0.847604
-0.110892	-0.2954
-0.337617	-0.184148
-0.23171	-0.88395
0.771194	0.313858
-0.983235	-0.880929
0.00941871	2.07552
1.38978	-1.56362
-0.570483	-0.727048
0.190518	0.824434
0.848491	-0.170224
-1.35253	-2.14556
0.362491	-1.49973
-0.192163	-0.0633331
1.40479	1.00085
-2.12018	-0.0835429
-0.867725	-0.688366
1.28801	1.73538
-0.78169	2.75525
0.240564	1.48982
1.38757	0.520353
0.784704	0.787567
0.259229	0.489938
-0.867263	1.32628
-1.02545	-0.705416
0.0365253	-0.0742667
0.949796	-0.223734
1.26253	-0.18208
-0.902918	-0.181116
1.04567	1.67811
-1.03158	0.293714
0.637519	-1.76347
-1.20616	-0.320882
0.813384	-0.0690573
0.585092	-2.00863
-0.780634	-0.769249
-1.30061	-1.43996
-1.63897	-1.37904
0.284488	-0.0244038
0.707159	-0.98516
1.49035	-1.30195
0.0366339	0.338762
0.210588	-1.72166
-0.0306837	1.26621
0.883108	1.49417
1.0098	0.207764
0.4237	-0.800855
-2.45288	-0.673312
2.35437	-0.272805
-0.709405	-0.92609
0.523761	0.124234
0.13405	0.249136
1.11314	-0.293162
-1.30552	-0.0511245
1.23011	-1.21857
-2.14152	-0.178501
-0.63731	-1.66914
-0.344818	0.223436
0.429041	0.12
-0.648544	0.700719
-0.823815	-0.662485
-1.41195	1.19549
0.342238	0.357567
-0.800986	-0.448907
0.283747	0.00876373
-0.690773	-0.512446
1.69068	-1.37086
-1.32749	-1.75445
-0.33889	-2.22421
-0.75573	-0.78929
-0.165646	0.25061
0.86041	0.270841
1.71233	0.714443
0.480917	1.04913
-0.858223	-0.388038
0.224771	0.293498
-1.07682	0.727335
0.169751	-0.514704
0.433006	1.01865
-0.133679	0.907451
-1.37495	1.2224
0.36228	0.596963
-0.0792439	-1.07578
0.169898	-0.502284
-0.994722	0.799771
-0.0613582	1.11208
0.118277	0.298938
-0.766405	-0.260395
0.653112	0.33772
0.913198	-0.646122
-0.630268	0.588027
-0.0691767	-0.602609
0.403856	1.38377
0.161406	0.956857
0.510475	0.708004
0.758134	0.0396389
0.94433	-1.65866
0.844215	1.63569
-0.573639	0.554423
-0.512705	0.489319
-0.310048	-0.0686056
-0.544795	-1.15644
0.806648	0.966154
-1.77114	0.834142
-0.78926	-0.251536
-1.86244	0.12896
-0.669211	0.539444
-1.29239	-0.973353
-0.52309	-0.329765
0.993004	-0.12421
-0.302005	0.93266
1.37984	-0.791263
0.979843	-1.32966
-0.884563	0.169623
-0.474733	0.052184
0.271811	0.879966
-0.297499	1.10064
-1.47813	1.79387
1.00685	-1.08971
-1.17511	0.867155
0.491098	0.32298
-0.627716	0.704012
-1.17236	-1.42433
0.531237	0.163705
0.249258	0.525294
1.1656	1.58808
-0.612499	0.788858
0.527892	1.64087
-2.12862	-0.955337
0.455163	0.20075
-0.46397	-0.868517
-1.33246	0.99602
-0.166581	-0.971169
-0.315617	1.90777
1.55387	1.60681
1.97716	-2.33301
-0.627767	-2.13831
0.865137	1.93709
-2.00898	0.19155
1.97108	0.194594
-0.456986	0.464906
0.168706	0.978209
-1.15769	1.12199
-0.413191	1.27368
0.303912	-1.41469
0.695038	1.45397
-0.258748	0.327364
1.72236	-0.176962
0.481488	1.1564
1.97479	1.06015
-1.76502	0.0272395
-0.0420634	0.425618
1.94625	-0.600498
0.865584	1.25013
1.39474	-0.223336
-1.52371	1.29955
0.0918817	-0.581898
0.70171	0.643776
1.91514	-0.936266
-1.21887	-0.0209143
0.556247	-0.294024
-0.261743	0.919075
-0.665774	0.829116
-0.344317	0.0832393
0.236776	-0.117874
-0.492657	0.104885
0.320753	0.052948
1.31818	0.332343
0.133751	-2.35149
-1.91672	-0.53872
-1.24388	1.28244
-0.383957	-0.230649
0.377922	-0.0977905
-0.767239	0.0577939
0.921467	0.0143512
0.955138	-0.900426
0.182522	-0.628022
-0.761977	-0.0108506
-0.284906	-1.38407
-1.11613	-1.6102
-0.680622	-2.28171
-0.821366	0.955178
-2.11078	-0.0876302
1.36793	0.605325
0.381039	0.520197
-0.441678	-2.6737
0.387439	1.04914
0.845895	-1.15707
-1.4727	-1.55269
-0.945115	-0.0999429
-0.162081	-1.1938
2.10732	1.627
-2.50655	1.18222
0.854718	0.922373
0.133755	0.0979774
-0.518497	-1.14031
-0.0225508	-1.08277
-0.328726	-1.39585
0.101258	-0.696467
-1.08877	-0.499527
0.488935	1.68462
-1.0237	-2.06667
-0.128382	-0.614058
-0.0581775	-0.542423
-0.355557	-0.916942
1.62707	-0.864811
1.22548	0.723525
-1.50138	-0.295376
1.83148	-1.49042
0.796014	0.25936
1.2968	1.18706
-0.245101	0.224024
1.03845	-0.25316
-1.89607	0.137717
-0.286853	-0.891082
0.838656	1.0536
-0.853889	-0.0978551
-0.910982	1.05107
0.177609	0.0560471
-0.278507	1.19085
0.946522	-2.16292
-2.28517	0.399392
-1.46812	-0.474828
0.776845	-0.855822
1.14906	0.988272
-0.0931013	1.34537
0.629209	-0.24879
2.19077	0.703857
1.31446	-0.0565389
1.55048	-1.13516
0.17882	0.564406
-0.493435	0.598682
-0.953227	2.37602
0.771859	-1.45625
0.925492	2.09431
-0.862571	-0.372947
-0.183179	-1.19119
-0.264366	-1.26957
0.179991	0.723416
1.26561	-0.413449
-0.345436	-0.473548
0.236829	-0.577673
0.257572	0.144993
0.542228	-1.14776
-0.581377	-0.828951
1.59527	-1.49595
-0.147401	-0.187302
0.69757	-0.189219
-1.57113	-0.353938
-0.712243	0.812688
1.0028	0.192653
0.0748014	-0.759036
-0.415863	0.566458
0.764167	-0.590075
-2.11572	-0.725357
-0.0770742	-1.2312
-0.0716371	-1.25546
1.69213	0.853404
-0.846833	0.387252
-2.69516	0.749127
2.30819	-0.760676
1.32063	0.217208
-1.37965	-0.0567979
1.33401	-2.46913
0.511641	-0.669074
1.76667	0.806565
-0.846864	0.1038
-0.0543047	-0.162945
0.664068	0.549977
1.09172	-0.33915
0.295067	0.501939
0.306594	-0.67829
0.315424	-0.713583
-0.758938	0.144068
-1.83405	-0.581844
0.0569869	-1.87728
-0.297833	0.686904
0.501753	1.70042
-0.398389	-0.613566
-1.36575	-0.597977
0.622719	0.412435
1.05816	-0.0239517
-1.38569	2.84878
1.71261	0.22266
-0.465052	0.287711
0.188409	0.0343352
1.13882	0.762425
0.817323	-0.597751
0.122817	3.46388
0.274907	1.21951
-0.788307	-0.374487
-1.22324	0.180066
1.3337	-0.855166
1.14463	-0.435343
-0.141734	-0.526946
0.18227	0.323878
-0.142712	-0.483323
-0.085617	0.616916
1.78221	1.29507
-0.85734	3.15099
0.0723489	0.368256
-1.1376	0.531673
0.0784293	-1.79
1.20172	-0.292928
0.642186	0.786119
-1.96443	0.802573
1.87478	0.0919374
-0.166996	1.90986
1.20858	0.380892
-0.76097	-0.091571
-0.470461	0.77005
-1.02574	-0.57049
0.719642	0.0120607
-0.18271	-0.206208
0.0480463	1.09277
0.105703	0.112929
-1.01419	-0.439809
-0.118878	-1.25031
-0.357105	-0.0560451
0.953391	0.982659
-1.80849	0.812931
-0.551467	1.34789
1.51354	0.501125
2.2762	1.57744
-0.990849	-0.510345
0.193406	0.000549365
-0.00478021	0.190614
-0.381548	0.604731
0.375727	0.402972
-0.534816	1.39878
0.919089	0.742666
-0.164961	-0.0672498
-0.230467	2.05882
1.70854	0.788209
-0.765725	2.08484
-0.211467	0.420597
0.725464	0.570892
0.126557	1.31297
1.38913	-0.916348
1.14104	0.830549
0.716752	0.600102
-0.114226	1.52192
-0.589888	0.555467
-0.243868	1.32395
-0.154643	-1.61085
-0.504287	-0.877405
-0.0470703	-1.87182
-0.574612	-0.224573
-0.103813	1.99204
0.371833	-1.02187
-0.347756	-0.840486
2.20951	-2.41877
-0.75954	-0.843124
-0.14539	0.332465
0.537456	0.316012
-1.04605	0.0656292
-1.36401	-0.0706161
1.0459	-1.07559
1.98781	0.36247
1.46455	-0.2507
1.10785	-2.49672
-0.465348	-1.18153
0.146673	0.291584
1.73539	0.160684
0.207893	0.818918
0.792852	1.1532
0.195536	-0.207735
-0.473936	0.639085
-1.72344	0.0609619
-1.01409	0.899594
1.6845	1.19792
-0.107608	0.897768
-1.5913	0.235044
-0.589087	-0.446208
-1.40034	0.767018
-0.953856	-0.455723
-0.323286	-0.7456
1.84062	-0.182028
0.499476	-1.24751
-0.532646	-0.756922
0.361761	-0.489327
-2.12779	-0.17337
-0.449188	0.109453
-0.867036	-0.0669544
1.15276	-0.598214
1.3505	0.663733
0.366872	-0.282831
0.853686	-0.654962
0.565293	0.0304888
-0.635792	-0.731796
1.9122	0.29913
0.95265	0.169675
0.345627	-0.0799087
-2.08987	1.49598
1.14967	0.494304
1.02633	-0.457525
-0.326857	-0.215363
-0.344449	1.30524
1.31653	-0.912544
0.291584	-0.33607
0.892787	0.0265053
-2.88516	0.241102
-0.316978	0.319557
0.398136	0.564667
-0.168452	0.305147
-0.468362	-0.255773
1.20119	-0.182768
0.54591	-1.79281
-1.20208	0.534735
0.907278	-0.075368
0.419619	-0.425924
-1.90816	0.633594
0.244609	-0.495143
0.446069	0.724823
-0.286152	0.839463
-0.143922	-0.998577
-0.0117577	1.2377
-0.108167	-0.0968441
-0.517373	-1.40662
1.67766	-0.375778
0.470894	1.30277
-0.298765	0.775473
0.601915	1.0498
2.19054	0.243842
1.31365	2.21663
0.504494	-0.833578
-1.95084	-0.512491
0.694289	-1.06078
-1.49963	0.668134
1.23189	0.852687
1.57408	-0.148824
0.547754	0.674435
0.629926	-1.2646
-0.790354	0.944269
0.207582	-2.62827
0.149186	-0.234592
0.247051	-0.340495
0.318743	1.29497
0.655467	-0.85675
-1.45401	1.47378
1.74439	0.471922
1.68743	1.09276
-1.20062	0.91526
-1.42956	0.160655
-0.822356	0.64967
-1.01346	-0.206527
0.25948	0.127138
-0.519147	-0.770495
0.872761	-0.480424
-1.55966	-0.64325
0.136275	2.38958
-1.18295	-0.311449
-0.2115	-1.36845
-0.280905	0.197633
1.89163	0.742839
0.286579	-0.982863
-2.18987	0.7659
0.433608	1.22261
-1.29126	-0.272563
-0.205504	-1.55582
0.218892	-0.793951
-0.814631	0.648874
-1.39357	-1.94209
0.0450901	0.541566
0.498587	0.441816
-0.461774	-0.321837
-0.917777	0.847572
2.18678	1.90762
0.0219283	1.3216
1.1786	-1.13656
-0.215479	-0.902143
0.62038	-0.312411
1.13759	1.18108
-1.07639	-0.124065
1.26044	-0.238703
0.784895	0.533602
-0.70815	-2.56793
0.100951	-0.212221
-0.276127	0.651577
-0.0637657	-0.0484429
0.665123	1.30844
1.41122	-0.345246
1.6967	-2.01417
-1.85905	-1.08871
-0.0225565	1.97991
0.953179	0.751615
0.724197	0.29299
0.349088	-1.35221
0.0198177	-1.29145
2.43478	-0.345026
0.484258	0.16716
-0.847795	-0.670909
-1.02974	0.0712075
-0.0439415	0.425091
0.0374112	2.42765
-0.110143	0.114041
-0.965821	0.245584
-0.882784	2.14803
0.177642	-0.170441
-0.456633	-1.10559
0.294026	0.856147
-0.0992077	-1.21535
-0.922294	0.356317
1.07777	0.0272885
-0.628485	-1.27755
-0.198221	-0.999197
1.24365	-2.04498
-0.451375	0.342691
1.16809	-1.13734
0.447667	-0.58872
0.509384	0.527393
0.75315	-0.0935527
-0.811992	0.416409
0.619784	0.432488
1.27578	0.701889
-0.775357	-0.883183
0.652037	1.13537
0.400499	-0.515429
-0.747335	0.880391
-1.38518	-0.398766
0.982766	1.83825
-1.46676	-0.0574213
-0.16233	0.308817
1.2679	0.289266
-0.300706	-0.0724811
0.680134	-0.97833
0.481113	-0.694865
-1.04367	1.76431
-2.47353	-1.45576
0.462591	0.414941
-0.245599	-0.532529
0.514028	-0.993021
-0.332966	-0.177136
0.165287	0.431808
-0.170089	-0.283954
2.02061	1.49436
0.217382	0.754972
-1.33402	1.02593
-0.266491	-0.442795
-0.713452	-0.906719
-0.872353	-0.502232
-0.393306	-1.17089
3.59581	-0.37625
-0.87118	-0.264396
0.410853	-0.0990517
0.902557	0.670393
-0.656662	-0.535166
-0.758035	-0.954781
2.25381	2.54298
-0.422472	0.448476
0.748847	2.31139
-0.543958	-0.169608
-0.297516	-0.801313
-0.66547	-0.307651
-0.578401	-1.79243
1.27317	-0.663254
-0.0528958	-0.0291999
-0.187194	-0.394842
-0.0689287	1.68642
1.35867	0.546899
-1.20682	0.676935
-0.816775	-0.162759
-1.9562	0.61672
-0.147662	0.0343841
0.134042	-1.87265
0.167356	0.179551
1.44558	-0.0341583
-0.420849	-1.36982
-0.443751	-0.18497
-1.14122	0.635988
0.110712	-0.720564
-1.35103	0.140963
-0.0593921	-0.893726
1.89227	0.497145
1.44344	1.2417
-1.21223	0.453943
-0.0711358	-0.745988
